# WISE photometry of the Extended CALIFA sample 
# W_V=in Vega mags and W_AB=in AB mags
# Galaxy_Name   W1_V    W1_V_e    W2_V   W2_V_e     W3_V  W3_V_e     W4_V  W4_V_e   W1_AB  W1_AB_e   W2_AB  W2_AB_e   W3_AB  W3_AB_e   W4_AB  W4_AB_e
    CALIFA566   10.042  15.285   10.136  14.833    9.197  13.419    7.840  10.369   12.725  17.968   13.455  18.152   14.439  18.661   14.444  16.973
    CALIFA567   10.995  15.756   10.972  15.239    8.367  13.076    6.813   9.899   13.678  18.439   14.291  18.558   13.609  18.318   13.417  16.503
    CALIFA568    8.632  14.573    8.635  14.083    8.070  12.931    6.931   9.956   11.315  17.256   11.954  17.402   13.312  18.173   13.535  16.560
    CALIFA569   10.497  15.513   10.420  14.972    7.546  12.720    5.916   9.465   13.180  18.196   13.739  18.291   12.788  17.962   12.520  16.069
    CALIFA570   12.102  16.306   11.963  15.720    8.403  13.149    6.058   9.539   14.785  18.989   15.282  19.039   13.645  18.391   12.662  16.143
    CALIFA571   10.880  15.702   10.836  15.178    8.099  12.981    6.193   9.602   13.563  18.385   14.155  18.497   13.341  18.223   12.797  16.206
    CALIFA572   10.694  15.610   10.519  15.022    6.663  12.300    4.779   8.902   13.377  18.293   13.838  18.341   11.905  17.542   11.383  15.506
    CALIFA573   11.164  15.846   11.146  15.336    8.408  13.150    6.744   9.877   13.847  18.529   14.465  18.655   13.650  18.392   13.348  16.481
    CALIFA574   10.624  15.565   10.562  15.035    7.031  12.474    5.508   9.264   13.307  18.248   13.881  18.354   12.273  17.716   12.112  15.868
    CALIFA575   10.329  15.428   10.133  14.830    6.580  12.255    4.084   8.555   13.012  18.111   13.452  18.149   11.822  17.497   10.688  15.159
    CALIFA576   11.612  16.058   11.571  15.520    9.006  13.341    6.798   9.895   14.295  18.741   14.890  18.839   14.248  18.583   13.402  16.499
    CALIFA577   10.210  15.370   10.024  14.779    6.547  12.254    4.264   8.646   12.893  18.053   13.343  18.098   11.789  17.496   10.868  15.250
    CALIFA578    8.959  14.744    8.926  14.230    7.222  12.548    5.455   9.234   11.642  17.427   12.245  17.549   12.464  17.790   12.059  15.838
    CALIFA579   10.190  15.357   10.231  14.876    9.613  13.393   12.598  11.495   12.873  18.040   13.550  18.195   14.855  18.635   19.202  18.099
    CALIFA580   10.254  15.391   10.202  14.866    6.846  12.386    5.132   9.076   12.937  18.074   13.521  18.185   12.088  17.628   11.736  15.680
    CALIFA581   11.713  16.107   11.721  15.603    8.761  13.256    7.385  10.169   14.396  18.790   15.040  18.922   14.003  18.498   13.989  16.773
    CALIFA582    9.114  14.822    8.951  14.242    5.103  11.527    3.228   8.127   11.797  17.505   12.270  17.561   10.345  16.769    9.832  14.731
    CALIFA583    9.612  15.070    9.516  14.524    6.111  12.021    3.937   8.481   12.295  17.753   12.835  17.843   11.353  17.263   10.541  15.085
    CALIFA584   10.039  15.283    9.979  14.755    7.614  12.741    6.228   9.612   12.722  17.966   13.298  18.074   12.856  17.983   12.832  16.216
    CALIFA585   10.488  15.508   10.228  14.880    6.490  12.218    4.186   8.607   13.171  18.191   13.547  18.198   11.732  17.460   10.790  15.211
    CALIFA586    8.862  14.694    8.917  14.221    8.413  13.032    7.890  10.380   11.545  17.377   12.236  17.540   13.655  18.274   14.494  16.984
    CALIFA587    9.784  15.156    9.672  14.601    6.460  12.202    3.928   8.477   12.467  17.839   12.991  17.920   11.702  17.444   10.532  15.081
    CALIFA588    9.520  15.019    9.648  14.586    8.883  13.198    7.679  10.271   12.203  17.702   12.967  17.905   14.125  18.440   14.283  16.875
    CALIFA589    9.789  15.158    9.824  14.680    9.277  13.572    8.238  10.624   12.472  17.841   13.143  17.999   14.519  18.814   14.842  17.228
    CALIFA590   10.530  15.523   10.452  14.984    7.322  12.608    5.326   9.172   13.213  18.206   13.771  18.303   12.564  17.850   11.930  15.776
    CALIFA591   10.276  15.399   10.215  14.867    9.072  13.262    7.720  10.237   12.959  18.082   13.534  18.186   14.314  18.504   14.324  16.841
    CALIFA592    9.121  14.808    9.148  14.333    8.578  13.132   12.948  11.502   11.804  17.491   12.467  17.652   13.820  18.374   19.552  18.106
    CALIFA593    9.867  15.198    9.738  14.635    6.702  12.323    5.043   9.032   12.550  17.881   13.057  17.954   11.944  17.565   11.647  15.636
    CALIFA594   10.452  15.491   10.525  15.027   10.053  13.755    9.926  11.186   13.135  18.174   13.844  18.346   15.295  18.997   16.530  17.790
    CALIFA595    9.968  15.247    9.977  14.752    8.843  13.208    7.035   9.992   12.651  17.930   13.296  18.071   14.085  18.450   13.639  16.596
    CALIFA596   10.184  15.353   10.161  14.842    8.312  13.046    6.682   9.836   12.867  18.036   13.480  18.161   13.554  18.288   13.286  16.440
    CALIFA597   10.096  15.309   10.080  14.802    8.763  13.246    7.463  10.214   12.779  17.992   13.399  18.121   14.005  18.488   14.067  16.818
    CALIFA598   10.475  15.492   10.455  14.982    7.529  12.682    5.979   9.489   13.158  18.175   13.774  18.301   12.771  17.924   12.583  16.093
    CALIFA599   10.150  15.340   10.160  14.848    9.295  13.576    7.825  10.410   12.833  18.023   13.479  18.167   14.537  18.818   14.429  17.014
    CALIFA600    9.931  15.228    9.947  14.739    9.299  13.535    8.765  10.859   12.614  17.911   13.266  18.058   14.541  18.777   15.369  17.463
    CALIFA601    9.615  15.070    9.641  14.585    9.000  13.323    8.013  10.475   12.298  17.753   12.960  17.904   14.242  18.565   14.617  17.079
    CALIFA602    9.234  14.882    9.228  14.381    8.038  12.939    7.302  10.139   11.917  17.565   12.547  17.700   13.280  18.181   13.906  16.743
    CALIFA603   10.495  15.510   10.379  14.955    6.661  12.294    4.970   8.997   13.178  18.193   13.698  18.274   11.903  17.536   11.574  15.601
    CALIFA604    9.807  15.166    9.844  14.686    9.041  13.293    7.939  10.410   12.490  17.849   13.163  18.005   14.283  18.535   14.543  17.014
    CALIFA605   10.206  15.365   10.190  14.856    7.302  12.586    5.822   9.412   12.889  18.048   13.509  18.175   12.544  17.828   12.426  16.016
    CALIFA606   11.595  16.054   11.534  15.525    8.622  13.254    6.518   9.766   14.278  18.737   14.853  18.844   13.864  18.496   13.122  16.370
    CALIFA607    9.875  15.202    9.851  14.692    8.475  13.153    7.294  10.143   12.558  17.885   13.170  18.011   13.717  18.395   13.898  16.747
    CALIFA608   10.169  15.349   10.112  14.822    6.966  12.455    4.841   8.933   12.852  18.032   13.431  18.141   12.208  17.697   11.445  15.537
    CALIFA609   11.524  16.023   11.307  15.412    8.093  12.952    6.116   9.567   14.207  18.706   14.626  18.731   13.335  18.194   12.720  16.171
    CALIFA610   10.507  15.519   10.365  14.949    6.973  12.458    5.305   9.164   13.190  18.202   13.684  18.268   12.215  17.700   11.909  15.768
    CALIFA611    9.568  15.049    9.539  14.536    6.094  11.974    4.462   8.741   12.251  17.732   12.858  17.855   11.336  17.216   11.066  15.345
    CALIFA612    9.632  15.078    9.671  14.601    9.297  13.417    7.357  10.167   12.315  17.761   12.990  17.920   14.539  18.659   13.961  16.771
    CALIFA613   10.126  15.326   10.118  14.820    8.109  12.970    6.630   9.809   12.809  18.009   13.437  18.139   13.351  18.212   13.234  16.413
    CALIFA614   10.250  15.386   10.125  14.826    6.562  12.250    4.702   8.864   12.933  18.069   13.444  18.145   11.804  17.492   11.306  15.468
    CALIFA615   10.380  15.453   10.204  14.868    8.011  12.951    5.667   9.344   13.063  18.136   13.523  18.187   13.253  18.193   12.271  15.948
    CALIFA616   10.109  15.319   10.136  14.834    9.327  13.533    8.198  10.585   12.792  18.002   13.455  18.153   14.569  18.775   14.802  17.189
    CALIFA617    9.391  14.959    9.372  14.452    7.276  12.581    5.802   9.406   12.074  17.642   12.691  17.771   12.518  17.823   12.406  16.010
    CALIFA618   10.197  15.362   10.209  14.865    9.244  13.376    7.688  10.300   12.880  18.045   13.528  18.184   14.486  18.618   14.292  16.904
    CALIFA619   10.303  15.415   10.232  14.881    8.225  13.039    7.175  10.079   12.986  18.098   13.551  18.200   13.467  18.281   13.779  16.683
    CALIFA620    9.324  14.926    9.375  14.454    8.806  13.249    7.592  10.261   12.007  17.609   12.694  17.773   14.048  18.491   14.196  16.865
    CALIFA621    9.561  15.044    9.506  14.519    6.473  12.200    4.936   8.978   12.244  17.727   12.825  17.838   11.715  17.442   11.540  15.582
    CALIFA622    9.198  14.859    9.241  14.386    8.687  13.254    7.349  10.165   11.881  17.542   12.560  17.705   13.929  18.496   13.953  16.769
    CALIFA623   10.604  15.565   10.534  15.029    7.771  12.832    6.207   9.610   13.287  18.248   13.853  18.348   13.013  18.074   12.811  16.214
    CALIFA624    9.979  15.255    9.996  14.765    8.098  12.989    6.997   9.999   12.662  17.938   13.315  18.084   13.340  18.231   13.601  16.603
    CALIFA625   10.420  15.471   10.211  14.870    6.841  12.382    5.108   9.065   13.103  18.154   13.530  18.189   12.083  17.624   11.712  15.669
    CALIFA626   10.453  15.486   10.365  14.938    7.588  12.709    5.890   9.450   13.136  18.169   13.684  18.257   12.830  17.951   12.494  16.054
    CALIFA627    9.323  14.926    9.259  14.395    6.597  12.260    4.986   9.003   12.006  17.609   12.578  17.714   11.839  17.502   11.590  15.607
    CALIFA628   11.625  16.062   11.618  15.556    8.959  13.317    7.372  10.178   14.308  18.745   14.937  18.875   14.201  18.559   13.976  16.782
    CALIFA629   10.018  15.273    9.988  14.760    8.418  13.118    7.094  10.042   12.701  17.956   13.307  18.079   13.660  18.360   13.698  16.646
    CALIFA630    9.841  15.183    9.842  14.688    6.831  12.386    5.486   9.252   12.524  17.866   13.161  18.007   12.073  17.628   12.090  15.856
    CALIFA631    8.809  14.668    8.862  14.198    8.309  13.046    7.845  10.397   11.492  17.351   12.181  17.517   13.551  18.288   14.449  17.001
    CALIFA632    9.782  15.155    9.748  14.638    7.126  12.515    5.783   9.397   12.465  17.838   13.067  17.957   12.368  17.757   12.387  16.001
    CALIFA633    9.723  15.121    9.758  14.642    8.641  13.240    7.325  10.160   12.406  17.804   13.077  17.961   13.883  18.482   13.929  16.764
    CALIFA634    9.003  14.765    8.881  14.207    5.292  11.626    2.636   7.832   11.686  17.448   12.200  17.526   10.534  16.868    9.240  14.436
    CALIFA635    9.653  15.092    9.653  14.594    7.082  12.508    5.745   9.383   12.336  17.775   12.972  17.913   12.324  17.750   12.349  15.987
    CALIFA636    9.327  14.927    9.317  14.425    7.498  12.682    6.136   9.570   12.010  17.610   12.636  17.744   12.740  17.924   12.740  16.174
    CALIFA637    9.514  15.021    9.516  14.524    7.314  12.599    5.986   9.494   12.197  17.704   12.835  17.843   12.556  17.841   12.590  16.098
    CALIFA638   10.142  15.333   10.087  14.806    7.320  12.591    5.562   9.288   12.825  18.016   13.406  18.125   12.562  17.833   12.166  15.892
    CALIFA639    9.502  15.013    9.545  14.539    9.033  13.420    7.929  10.454   12.185  17.696   12.864  17.858   14.275  18.662   14.533  17.058
    CALIFA640   10.135  15.330   10.024  14.776    6.390  12.168    4.719   8.872   12.818  18.013   13.343  18.095   11.632  17.410   11.323  15.476
    CALIFA641    9.584  15.055    9.583  14.556    8.468  13.096    7.078  10.025   12.267  17.738   12.902  17.875   13.710  18.338   13.682  16.629
    CALIFA642    9.982  15.255   10.008  14.769    8.407  13.104    7.626  10.284   12.665  17.938   13.327  18.088   13.649  18.346   14.230  16.888
    CALIFA643    9.810  15.167    9.845  14.686    8.441  13.074    7.080  10.001   12.493  17.850   13.164  18.005   13.683  18.316   13.684  16.605
    CALIFA644   12.734  16.571   12.363  15.865   10.663  13.872    9.386  11.015   15.417  19.254   15.682  19.184   15.905  19.114   15.990  17.619
    CALIFA645    9.999  15.260    9.853  14.686    6.664  12.299    4.900   8.961   12.682  17.943   13.172  18.005   11.906  17.541   11.504  15.565
    CALIFA646    9.793  15.160    9.798  14.664    9.136  13.459    7.597  10.282   12.476  17.843   13.117  17.983   14.378  18.701   14.201  16.886
    CALIFA647   10.781  15.651   10.792  15.157    9.668  13.576     -99.  11.621   13.464  18.334   14.111  18.476   14.910  18.818     -99.  18.225
    CALIFA648    9.711  15.117    9.723  14.624    7.772  12.807    6.800   9.883   12.394  17.800   13.042  17.943   13.014  18.049   13.404  16.487
    CALIFA649   10.525  15.528   10.495  15.014    8.013  12.962    6.368   9.689   13.208  18.211   13.814  18.333   13.255  18.204   12.972  16.293
    CALIFA650    9.781  15.155    9.544  14.539    5.641  11.797    3.587   8.307   12.464  17.838   12.863  17.858   10.883  17.039   10.191  14.911
    CALIFA651    9.715  15.120    9.699  14.615    7.340  12.623    5.915   9.464   12.398  17.803   13.018  17.934   12.582  17.865   12.519  16.068
    CALIFA652   12.283  16.392   12.396  15.934    9.848  13.750    7.543  10.264   14.966  19.075   15.715  19.253   15.090  18.992   14.147  16.868
    CALIFA653    9.536  15.031    9.541  14.537    7.227  12.574    5.681   9.347   12.219  17.714   12.860  17.856   12.469  17.816   12.285  15.951
    CALIFA654    8.366  14.445    8.394  13.964    7.874  12.849    7.108  10.047   11.049  17.128   11.713  17.283   13.116  18.091   13.712  16.651
    CALIFA655   12.067  16.268   11.803  15.629    9.507  13.587    7.544  10.266   14.750  18.951   15.122  18.948   14.749  18.829   14.148  16.870
    CALIFA656   10.218  15.371   10.184  14.849    8.040  12.930    6.559   9.776   12.901  18.054   13.503  18.168   13.282  18.172   13.163  16.380
    CALIFA657   11.069  15.793   11.002  15.258    8.349  13.108    6.370   9.692   13.752  18.476   14.321  18.577   13.591  18.350   12.974  16.296
    CALIFA658    9.424  14.976    9.124  14.329    5.328  11.642    3.467   8.247   12.107  17.659   12.443  17.648   10.570  16.884   10.071  14.851
    CALIFA659    9.517  15.022    9.488  14.510    6.212  12.073    4.559   8.789   12.200  17.705   12.807  17.829   11.454  17.315   11.163  15.393
    CALIFA660    9.463  14.997    9.478  14.507    8.179  13.023    6.398   9.704   12.146  17.680   12.797  17.826   13.421  18.265   13.002  16.308
    CALIFA661   10.442  15.477   10.397  14.954    7.099  12.492    5.087   9.052   13.125  18.160   13.716  18.273   12.341  17.734   11.691  15.656
    CALIFA662    8.816  14.671    8.850  14.192    7.399  12.648    6.220   9.614   11.499  17.354   12.169  17.511   12.641  17.890   12.824  16.218
    CALIFA663    9.553  15.041    9.507  14.522    6.805  12.371    5.237   9.130   12.236  17.724   12.826  17.841   12.047  17.613   11.841  15.734
    CALIFA664   10.421  15.474   10.418  14.973    7.974  12.926    6.642   9.821   13.104  18.157   13.737  18.292   13.216  18.168   13.246  16.425
    CALIFA665   10.112  15.318   10.047  14.776    7.677  12.513    6.766   9.868   12.795  18.001   13.366  18.095   12.919  17.755   13.370  16.472
    CALIFA666   10.571  15.547   10.466  14.990    7.172  12.452    5.385   9.200   13.254  18.230   13.785  18.309   12.414  17.694   11.989  15.804
    CALIFA667   10.378  15.448   10.216  14.872    6.977  12.453    4.676   8.851   13.061  18.131   13.535  18.191   12.219  17.695   11.280  15.455
    CALIFA668   10.763  15.645   10.602  15.065    6.877  12.407    5.008   9.016   13.446  18.328   13.921  18.384   12.119  17.649   11.612  15.620
    CALIFA669    9.385  14.958    8.762  14.151    5.132  11.548    2.584   7.806   12.068  17.641   12.081  17.470   10.374  16.790    9.188  14.410
    CALIFA670    8.662  14.454    8.618  14.023    5.431  11.603    3.477   8.251   11.345  17.137   11.937  17.342   10.673  16.845   10.081  14.855
    CALIFA671    7.870  14.192    7.925  13.729    7.198  12.487    6.233   9.622   10.553  16.875   11.244  17.048   12.440  17.729   12.837  16.226
    CALIFA672    9.032  14.782    8.986  14.262    6.050  12.003    4.501   8.763   11.715  17.465   12.305  17.581   11.292  17.245   11.105  15.367
    CALIFA673   10.244  15.386   10.225  14.876    7.707  12.809    5.692   9.355   12.927  18.069   13.544  18.195   12.949  18.051   12.296  15.959
    CALIFA674    9.964  15.245    9.983  14.756    7.950  12.899    6.665   9.831   12.647  17.928   13.302  18.075   13.192  18.141   13.269  16.435
    CALIFA675   10.460  15.493   10.379  14.953    7.339  12.625    4.955   8.989   13.143  18.176   13.698  18.272   12.581  17.867   11.559  15.593
    CALIFA676    9.559  15.044    9.582  14.556    7.419  12.658    5.981   9.494   12.242  17.727   12.901  17.875   12.661  17.900   12.585  16.098
    CALIFA677   10.717  15.620   10.703  15.107    8.010  12.894    6.484   9.735   13.400  18.303   14.022  18.426   13.252  18.136   13.088  16.339
    CALIFA678   11.076  15.800   10.906  15.216    7.305  12.608    5.389   9.206   13.759  18.483   14.225  18.535   12.547  17.850   11.993  15.810
    CALIFA679   10.608  15.567   10.476  15.004    6.803  12.377    4.929   8.977   13.291  18.250   13.795  18.323   12.045  17.619   11.533  15.581
    CALIFA680    9.592  15.058    9.413  14.472    5.362  11.641    2.494   7.761   12.275  17.741   12.733  17.791   10.604  16.883    9.098  14.365
    CALIFA681   11.005  15.761   10.862  15.186    7.435  12.672    5.662   9.340   13.688  18.444   14.181  18.505   12.677  17.914   12.266  15.944
    CALIFA682    9.749  15.135    9.667  14.597    6.522  12.234    4.675   8.849   12.432  17.818   12.986  17.916   11.764  17.476   11.279  15.453
    CALIFA683   10.217  15.373   10.237  14.882    9.629  13.539    9.427  10.995   12.900  18.056   13.556  18.201   14.871  18.781   16.031  17.599
    CALIFA684    9.205  14.867    9.179  14.356    6.393  12.169    4.935   8.979   11.888  17.550   12.498  17.675   11.635  17.411   11.539  15.583
    CALIFA685   10.662  15.594   10.560  15.045    7.465  12.687    5.664   9.340   13.345  18.277   13.879  18.364   12.707  17.929   12.268  15.944
    CALIFA686    9.801  15.166    9.759  14.647    7.026  12.478    4.889   8.956   12.484  17.849   13.078  17.966   12.268  17.720   11.493  15.560
    CALIFA687   10.277  15.401   10.285  14.906    7.662  12.781    6.150   9.583   12.960  18.084   13.604  18.225   12.904  18.023   12.754  16.187
    CALIFA688   10.743  15.634   10.651  15.087    7.609  12.761    5.964   9.491   13.426  18.317   13.970  18.406   12.851  18.003   12.568  16.095
    CALIFA689    9.888  15.206    9.889  14.709    8.777  13.236    7.815  10.387   12.571  17.889   13.208  18.028   14.019  18.478   14.419  16.991
    CALIFA690    8.814  14.668    8.799  14.163    6.654  12.270    5.071   9.041   11.497  17.351   12.118  17.482   11.896  17.512   11.675  15.645
    CALIFA691    9.284  14.908    9.286  14.410    7.581  12.734    6.197   9.603   11.967  17.591   12.605  17.729   12.823  17.976   12.801  16.207
    CALIFA692    9.543  15.037    9.298  14.417    5.298  11.629    2.932   7.980   12.226  17.720   12.617  17.736   10.540  16.871    9.536  14.584
    CALIFA693   11.264  15.895   11.295  15.412    8.862  13.378    7.193  10.100   13.947  18.578   14.614  18.731   14.104  18.620   13.797  16.704
    CALIFA694   10.060  15.284   10.006  14.763    6.958  12.424    5.509   9.262   12.743  17.967   13.325  18.082   12.200  17.666   12.113  15.866
    CALIFA695    9.546  15.033    9.588  14.557    9.086  13.323    8.221  10.516   12.229  17.716   12.907  17.876   14.328  18.565   14.825  17.120
    CALIFA696    8.583  14.549    8.570  14.048    5.982  11.937    4.301   8.658   11.266  17.232   11.889  17.367   11.224  17.179   10.905  15.262
    CALIFA697   11.548  16.024   11.569  15.536    9.469  13.585    7.763  10.362   14.231  18.707   14.888  18.855   14.711  18.827   14.367  16.966
    CALIFA698    8.795  14.662    8.825  14.181    8.099  12.974    7.574  10.245   11.478  17.345   12.144  17.500   13.341  18.216   14.178  16.849
    CALIFA699   10.512  15.515   10.328  14.926    6.533  12.233    4.728   8.876   13.195  18.198   13.647  18.245   11.775  17.475   11.332  15.480
    CALIFA700    9.774  15.151    9.806  14.669    9.086  13.429    8.412  10.664   12.457  17.834   13.125  17.988   14.328  18.671   15.016  17.268
    CALIFA701   10.206  15.368   10.223  14.877    8.635  13.265    7.531  10.264   12.889  18.051   13.542  18.196   13.877  18.507   14.135  16.868
    CALIFA702   10.030  15.278   10.056  14.793    9.141  13.411    8.517  10.679   12.713  17.961   13.375  18.112   14.383  18.653   15.121  17.283
    CALIFA703    8.332  14.430    8.372  13.952    7.661  12.779    6.770   9.881   11.015  17.113   11.691  17.271   12.903  18.021   13.374  16.485
    CALIFA704    9.853  15.191    9.892  14.713    9.400  13.583    7.972  10.481   12.536  17.874   13.211  18.032   14.642  18.825   14.576  17.085
    CALIFA705    9.339  14.935    9.354  14.445    8.483  13.151    7.121  10.058   12.022  17.618   12.673  17.764   13.725  18.393   13.725  16.662
    CALIFA706   10.393  15.460   10.274  14.902    7.220  12.579    5.542   9.281   13.076  18.143   13.593  18.221   12.462  17.821   12.146  15.885
    CALIFA707    9.210  14.869    9.067  14.300    5.135  11.547    3.342   8.185   11.893  17.552   12.386  17.619   10.377  16.789    9.946  14.789
    CALIFA708    8.324  14.422    8.344  13.938    7.304  12.589    6.227   9.611   11.007  17.105   11.663  17.257   12.546  17.831   12.831  16.215
    CALIFA709    9.536  15.032    9.571  14.553    8.776  13.276    7.381  10.179   12.219  17.715   12.890  17.872   14.018  18.518   13.985  16.783
    CALIFA710    8.835  14.681    8.887  14.211    8.230  12.991    7.144  10.053   11.518  17.364   12.206  17.530   13.472  18.233   13.748  16.657
    CALIFA711   11.397  15.962   11.394  15.457    8.643  13.258    6.861   9.935   14.080  18.645   14.713  18.776   13.885  18.500   13.465  16.539
    CALIFA712    9.880  15.203    9.839  14.685    6.702  12.312    4.935   8.978   12.563  17.886   13.158  18.004   11.944  17.554   11.539  15.582
    CALIFA713   12.194  16.352   12.100  15.803    9.463  13.653    7.136  10.076   14.877  19.035   15.419  19.122   14.705  18.895   13.740  16.680
    CALIFA714   10.691  15.607   10.591  15.061    7.130  12.543    5.514   9.270   13.374  18.290   13.910  18.380   12.372  17.785   12.118  15.874
    CALIFA715    9.646  15.088    9.503  14.519    5.823  11.890    4.031   8.529   12.329  17.771   12.822  17.838   11.065  17.132   10.635  15.133
    CALIFA716    9.267  14.897    9.288  14.410    8.658  13.221    8.075  10.489   11.950  17.580   12.607  17.729   13.900  18.463   14.679  17.093
    CALIFA717   10.453  15.489   10.352  14.942    7.000  12.468    5.299   9.159   13.136  18.172   13.671  18.261   12.242  17.710   11.903  15.763
    CALIFA718   10.683  15.603   10.507  15.014    6.778  12.342    5.102   9.062   13.366  18.286   13.826  18.333   12.020  17.584   11.706  15.666
    CALIFA719   10.461  15.496   10.394  14.964    7.227  12.584    5.360   9.192   13.144  18.179   13.713  18.283   12.469  17.826   11.964  15.796
    CALIFA720    9.659  15.093    9.550  14.539    6.290  12.117    4.324   8.674   12.342  17.776   12.869  17.858   11.532  17.359   10.928  15.278
    CALIFA721   10.649  15.590   10.586  15.061    7.368  12.645    5.992   9.508   13.332  18.273   13.905  18.380   12.610  17.887   12.596  16.112
    CALIFA722   10.928  15.721   10.891  15.197    8.082  12.962    6.439   9.724   13.611  18.404   14.210  18.516   13.324  18.204   13.043  16.328
    CALIFA723    9.323  14.926    9.335  14.435    7.641  12.762    6.894   9.935   12.006  17.609   12.654  17.754   12.883  18.004   13.498  16.539
    CALIFA724    8.676  14.598    8.650  14.092    5.821  11.880    4.385   8.704   11.359  17.281   11.969  17.411   11.063  17.122   10.989  15.308
    CALIFA725   11.094  15.805   10.922  15.222    8.427  13.138    6.451   9.730   13.777  18.488   14.241  18.541   13.669  18.380   13.055  16.334
    CALIFA726    8.651  14.588    8.684  14.108    7.988  12.935    6.717   9.861   11.334  17.271   12.003  17.427   13.230  18.177   13.321  16.465
    CALIFA727    9.179  14.853    9.222  14.376    8.667  13.224    8.129  10.515   11.862  17.536   12.541  17.695   13.909  18.466   14.733  17.119
    CALIFA728   10.204  15.367   10.212  14.873    9.099  13.475    7.741  10.364   12.887  18.050   13.531  18.192   14.341  18.717   14.345  16.968
    CALIFA729    8.102  14.315    8.144  13.840    7.459  12.682    6.419   9.708   10.785  16.998   11.463  17.159   12.701  17.924   13.023  16.312
    CALIFA730    9.300  14.914    9.340  14.433    8.668  13.218    8.126  10.522   11.983  17.597   12.659  17.752   13.910  18.460   14.730  17.126
    CALIFA731    9.902  15.216    9.657  14.595    5.762  11.858    3.840   8.433   12.585  17.899   12.976  17.914   11.004  17.100   10.444  15.037
    CALIFA732   10.073  15.301    9.980  14.756    6.595  12.268    4.857   8.939   12.756  17.984   13.299  18.075   11.837  17.510   11.461  15.543
    CALIFA733   10.317  15.419   10.220  14.873    6.988  12.449    5.312   9.167   13.000  18.102   13.539  18.192   12.230  17.691   11.916  15.771
    CALIFA734    9.484  15.008    9.531  14.533    8.968  13.367    8.337  10.620   12.167  17.691   12.850  17.852   14.210  18.609   14.941  17.224
    CALIFA735   10.763  15.646   10.655  15.093    7.729  12.822    6.029   9.525   13.446  18.329   13.974  18.412   12.971  18.064   12.633  16.129
    CALIFA736    9.544  15.035    9.556  14.543    7.430  12.651    5.959   9.480   12.227  17.718   12.875  17.862   12.672  17.893   12.563  16.084
    CALIFA737    9.517  15.025    9.560  14.549    9.009  13.434    7.989  10.490   12.200  17.708   12.879  17.868   14.251  18.676   14.593  17.094
    CALIFA738    9.863  15.197    9.904  14.719    9.326  13.539    9.200  11.038   12.546  17.880   13.223  18.038   14.568  18.781   15.804  17.642
    CALIFA739    9.711  15.121    9.761  14.648    9.278  13.569    8.603  10.792   12.394  17.804   13.080  17.967   14.520  18.811   15.207  17.396
    CALIFA740    8.415  14.471    8.392  13.964    5.838  11.889    4.360   8.690   11.098  17.154   11.711  17.283   11.080  17.131   10.964  15.294
    CALIFA741    9.585  15.057    9.448  14.491    6.018  11.983    4.382   8.704   12.268  17.740   12.767  17.810   11.260  17.225   10.986  15.308
    CALIFA742    9.463  14.997    9.015  14.276    5.587  11.772    2.911   7.970   12.146  17.680   12.334  17.595   10.829  17.014    9.515  14.574
    CALIFA743   10.327  15.426   10.271  14.897    7.176  12.551    5.620   9.320   13.010  18.109   13.590  18.216   12.418  17.793   12.224  15.924
    CALIFA744    8.353  14.441    8.383  13.960    7.250  12.575    6.203   9.600   11.036  17.124   11.702  17.279   12.492  17.817   12.807  16.204
    CALIFA745   10.196  15.360   10.198  14.861    7.722  12.809    6.038   9.527   12.879  18.043   13.517  18.180   12.964  18.051   12.642  16.131
    CALIFA746    9.234  14.881    9.280  14.407    8.722  13.256    7.227  10.106   11.917  17.564   12.599  17.726   13.964  18.498   13.831  16.710
    CALIFA747   10.578  15.553   10.320  14.926    6.679  12.316    4.481   8.753   13.261  18.236   13.639  18.245   11.921  17.558   11.085  15.357
    CALIFA748    9.279  14.905    9.151  14.344    5.360  11.660    3.632   8.330   11.962  17.588   12.470  17.663   10.602  16.902   10.236  14.934
    CALIFA749   10.457  15.486   10.313  14.917    6.896  12.417    4.706   8.866   13.140  18.169   13.632  18.236   12.138  17.659   11.310  15.470
    CALIFA750    8.847  14.685    8.878  14.204    6.970  12.421    5.636   9.320   11.530  17.368   12.197  17.523   12.212  17.663   12.240  15.924
    CALIFA751   10.566  15.534   10.534  15.024    7.474  12.698    5.857   9.438   13.249  18.217   13.853  18.343   12.716  17.940   12.461  16.042
    CALIFA752    9.075  14.796    9.133  14.330    8.547  13.135    8.744  10.780   11.758  17.479   12.452  17.649   13.789  18.377   15.348  17.384
    CALIFA753    9.170  14.851    9.066  14.302    5.584  11.774    3.895   8.461   11.853  17.534   12.385  17.621   10.826  17.016   10.499  15.065
    CALIFA754   10.073  15.297    9.998  14.763    6.524  12.234    4.313   8.669   12.756  17.980   13.317  18.082   11.766  17.476   10.917  15.273
    CALIFA755   10.189  15.356   10.116  14.821    7.140  12.532    5.624   9.319   12.872  18.039   13.435  18.140   12.382  17.774   12.228  15.923
    CALIFA756    9.100  14.815    8.913  14.224    4.946  11.453    2.668   7.848   11.783  17.498   12.232  17.543   10.188  16.695    9.272  14.452
    CALIFA757    9.314  14.918    9.244  14.389    6.764  12.354    5.374   9.199   11.997  17.601   12.563  17.708   12.006  17.596   11.978  15.803
